[0.0s-7.4s]  of remotely similar ability. Ten goals scored just one conceded. What they will face today
[7.4s-11.4s]  is a side with a plan and a belief that they have little to lose.
[16.6s-21.0s]  Very fantastic to hear at the World Cup at all. It's a tribute to the dysfunctional
[21.0s-26.2s]  qualification privileges afforded to teams that win a third division section of the nation's
[26.2s-31.4s]  league. Even if they fail to win a match in their World Cup qualifying group, but it's a major
[31.4s-38.3s]  stroke of luck on which Graham Potter's team are fully capitalising. Both teams contending
[38.3s-43.6s]  today with temperatures nudging 90 degrees, a gathering heat dome across the Northeastern
[43.6s-49.0s]  U.S. may make them wish they were in a dome rather than a baking concrete bowl.
[59.0s-65.7s]  At the sign, we ask that you please rise if you are able for the National Anthem of France.
[73.6s-81.7s]  We ask that you please rise if you are able for the National Anthem of France.
[103.6s-111.7s]  The National Anthem of France.
[111.7s-137.7s]  Please remain standing, if you are able, for the National Anthem of Sweden.
[137.7s-141.7s]  Please remain standing, if you are able.
[167.7s-177.7s]  Please remain standing, if you are able.
[197.7s-207.7s]  Please remain standing, if you are able.
[227.7s-237.7s]  Please remain standing, if you are able.
[257.7s-267.7s]  Please remain standing, if you are able.
[287.7s-297.7s]  Please remain standing, if you are able.
[317.7s-327.7s]  Please remain standing, if you are able.
[347.7s-357.7s]  Please remain standing, if you are able.
[377.7s-387.7s]  Please remain standing, if you are able.
[407.7s-417.7s]  Please remain standing, if you are able.
[437.7s-447.7s]  Please remain standing, if you are able.
[467.7s-477.7s]  Please remain standing, if you are able.
[497.7s-507.7s]  Please remain standing, if you are able.
[527.7s-537.7s]  Please remain standing, if you are able.
[537.7s-547.7s]  Please remain standing, if you are able.
[567.7s-577.7s]  Please remain standing, if you are able.
[597.7s-607.7s]  Please remain standing, if you are able.
[607.7s-617.7s]  Please remain standing, if you are able.
[637.7s-647.7s]  Please remain standing, if you are able.
[647.7s-657.7s]  Please remain standing, if you are able.
[657.7s-667.7s]  Please remain standing, if you are able.
[667.7s-677.7s]  Please remain standing, if you are able.
[677.7s-687.7s]  Please remain standing, if you are able.
[687.7s-697.7s]  Please remain standing, if you are able.
[717.7s-727.7s]  Please remain standing, if you are able.
[727.7s-737.7s]  Please remain standing, if you are able.
[757.7s-767.7s]  Please remain standing, if you are able.
[767.7s-777.7s]  Please remain standing, if you are able.
[797.7s-807.7s]  Please remain standing, if you are able.
[807.7s-817.7s]  Please remain standing, if you are able.
[817.7s-827.7s]  Please remain standing, if you are able.
[827.7s-837.7s]  Please remain standing, if you are able.
[837.7s-847.7s]  Please remain standing, if you are able.
[867.7s-877.7s]  Please remain standing, if you are able.
[877.7s-887.7s]  Please remain standing, if you are able.
[887.7s-897.7s]  Please remain standing, if you are able.
[917.7s-927.7s]  Please remain standing, if you are able.
[927.7s-937.7s]  Please remain standing, if you are able.
[937.7s-947.7s]  Please remain standing, if you are able.
[967.7s-977.7s]  Please remain standing, if you are able.
[977.7s-987.7s]  Please remain standing, if you are able.
[987.7s-997.7s]  Please remain standing.
[997.7s-1007.7s]  Please remain standing.
[1007.7s-1017.7s]  Please remain standing, if you are able.
[1017.7s-1027.7s]  Please remain standing, if you are able.
[1027.7s-1037.7s]  Please remain standing, if you are able.
[1037.7s-1047.7s]  Please remain standing, if you are able.
[1047.7s-1057.7s]  Please remain standing, if you are able.
[1057.7s-1067.7s]  Please remain standing, if you are able.
[1067.7s-1077.7s]  Please remain standing, if you are able.
[1077.7s-1087.7s]  Please remain standing, if you are able.
[1087.7s-1097.7s]  Please remain standing, if you are able.
[1097.7s-1107.7s]  Please remain standing, if you are able.
[1127.7s-1137.7s]  Please remain standing, if you are able.
[1157.7s-1167.7s]  Please remain standing, if you are able.
[1187.7s-1197.7s]  Please remain standing, if you are able.
[1217.7s-1227.7s]  Please remain standing, if you are able.
[1227.7s-1237.7s]  Please remain standing, if you are able.
[1237.7s-1247.7s]  Please remain standing, if you are able.
[1247.7s-1257.7s]  Please remain standing, if you are able.
[1277.7s-1287.7s]  Please remain standing, if you are able.
[1307.7s-1317.7s]  Please remain standing, if you are able.
[1317.7s-1327.7s]  Please remain standing, if you are able.
[1327.7s-1337.7s]  Please remain standing, if you are able.
[1337.7s-1347.7s]  Please remain standing, if you are able.
[1347.7s-1357.7s]  Please remain standing, if you are able.
[1357.7s-1367.7s]  Please remain standing, if you are able.
[1367.7s-1377.7s]  Please remain standing, if you are able.
[1377.7s-1387.7s]  Please remain standing, if you are able.
[1407.7s-1417.7s]  Please remain standing, if you are able.
[1437.7s-1447.7s]  Please remain standing, if you are able.
[1467.7s-1477.7s]  Please remain standing, if you are able.
[1497.7s-1507.7s]  Please remain standing, if you are able.
[1507.7s-1517.7s]  Please remain standing, if you are able.
[1517.7s-1527.7s]  Please remain standing, if you are able.
[1527.7s-1537.7s]  Please remain standing, if you are able.
[1537.7s-1547.7s]  Please remain standing, if you are able.
[1567.7s-1577.7s]  Please remain standing, if you are able.
[1577.7s-1587.7s]  Please remain standing, if you are able.
[1587.7s-1597.7s]  Please remain standing, if you are able.
[1597.7s-1607.7s]  Please remain standing, if you are able.
[1607.7s-1617.7s]  Please remain standing, if you are able.
[1637.7s-1647.7s]  Please remain standing, if you are able.
[1647.7s-1657.7s]  Please remain standing, if you are able.
[1657.7s-1667.7s]  Please remain standing, if you are able.
[1687.7s-1697.7s]  Please remain standing, if you are able.
[1697.7s-1707.7s]  Please remain standing, if you are able.
[1707.7s-1717.7s]  Please remain standing, if you are able.
[1717.7s-1727.7s]  Please remain standing, if you are able.
[1727.7s-1737.7s]  Please remain standing, if you are able.
[1757.7s-1767.7s]  Please remain standing, if you are able.
[1787.7s-1797.7s]  Please remain standing, if you are able.
[1797.7s-1807.7s]  Please remain standing, if you are able.
[1807.7s-1817.7s]  Please remain standing, if you are able.
[1817.7s-1837.7s]  Please remain standing, if you are able.
[1837.7s-1847.7s]  Thank you very much.
[1867.7s-1877.7s]  Thank you very much.
[1897.7s-1907.7s]  Thank you very much.
[1927.7s-1937.7s]  Thank you very much.
[1937.7s-1947.7s]  Thank you very much.
[1947.7s-1957.7s]  Thank you very much.
[1957.7s-1967.7s]  Thank you very much.
[1967.7s-1977.7s]  Thank you very much.
[1977.7s-1987.7s]  Thank you very much.
[1987.7s-1997.7s]  Thank you very much.
[1997.7s-2007.7s]  Thank you very much.
[2007.7s-2017.7s]  Thank you very much.
[2017.7s-2027.7s]  Thank you very much.
[2027.7s-2037.7s]  Thank you very much.
[2037.7s-2047.7s]  Thank you very much.
[2047.7s-2057.7s]  Thank you very much.
[2057.7s-2067.7s]  Thank you very much.
[2067.7s-2077.7s]  Thank you very much.
[2077.7s-2087.7s]  Thank you very much.
[2087.7s-2097.7s]  Thank you very much.
[2097.7s-2107.7s]  Thank you very much.
[2107.7s-2127.7s]  Thank you very much.
[2127.7s-2137.7s]  Thank you very much.
[2137.7s-2147.7s]  Thank you very much.
[2147.7s-2157.7s]  Thank you very much.
[2157.7s-2167.7s]  Thank you very much.
[2167.7s-2177.7s]  Thank you very much.
[2177.7s-2187.7s]  Thank you very much.
[2187.7s-2197.7s]  Thank you very much.
[2197.7s-2207.7s]  Thank you very much.
[2207.7s-2217.7s]  Thank you very much.
[2217.7s-2227.7s]  Thank you very much.
[2227.7s-2237.7s]  Thank you very much.
[2237.7s-2247.7s]  Thank you very much.
[2247.7s-2257.7s]  Thank you very much.
[2257.7s-2267.7s]  Thank you very much.
[2267.7s-2277.7s]  Thank you very much.
[2277.7s-2287.7s]  Thank you very much.
[2287.7s-2297.7s]  Thank you very much.
[2297.7s-2307.7s]  Thank you very much.
[2307.7s-2317.7s]  Thank you very much.
[2317.7s-2327.7s]  Thank you very much.
[2327.7s-2337.7s]  Thank you very much.
[2337.7s-2347.7s]  Thank you very much.
[2347.7s-2357.7s]  Thank you very much.
[2357.7s-2367.7s]  Thank you very much.
[2367.7s-2377.7s]  Thank you very much.
[2377.7s-2387.7s]  Thank you very much.
[2387.7s-2397.7s]  Thank you very much.
[2397.7s-2407.7s]  Thank you very much.
[2407.7s-2415.7s]  Thank you very much.
[2427.7s-2437.7s]  Thank you very much.
[2437.7s-2447.7s]  Thank you very much.
[2447.7s-2457.7s]  Thank you very much.
[2457.7s-2467.7s]  Thank you very much.
[2467.7s-2477.7s]  Thank you very much.
[2477.7s-2487.7s]  Thank you very much.
[2487.7s-2497.7s]  Thank you very much.
[2497.7s-2507.7s]  Thank you very much.
[2507.7s-2517.7s]  Thank you very much.
[2517.7s-2527.7s]  Thank you very much.
[2527.7s-2537.7s]  Thank you very much.
[2537.7s-2547.7s]  Thank you very much.
[2547.7s-2557.7s]  Thank you very much.
[2557.7s-2567.7s]  Thank you very much.
[2567.7s-2577.7s]  Thank you very much.
[2577.7s-2587.7s]  Thank you very much.
[2587.7s-2597.7s]  Thank you very much.
[2597.7s-2607.7s]  Thank you very much.
[2607.7s-2617.7s]  Thank you very much.
[2617.7s-2627.7s]  Thank you very much.
[2627.7s-2637.7s]  Thank you very much.
[2637.7s-2647.7s]  Thank you very much.
[2647.7s-2657.7s]  Thank you very much.
[2657.7s-2667.7s]  Thank you very much.
[2667.7s-2677.7s]  Thank you very much.
[2677.7s-2687.7s]  Thank you very much.
[2687.7s-2697.7s]  Thank you very much.
[2697.7s-2707.7s]  Thank you very much.
[2707.7s-2717.7s]  Thank you very much.
[2717.7s-2727.7s]  Thank you very much.
[2727.7s-2737.7s]  Thank you very much.
[2737.7s-2747.7s]  Thank you very much.
[2747.7s-2757.7s]  Thank you very much.
[2757.7s-2767.7s]  Thank you very much.
[2767.7s-2777.7s]  Thank you very much.
[2777.7s-2787.7s]  Thank you very much.
[2787.7s-2797.7s]  Thank you very much.
[2797.7s-2807.7s]  Thank you very much.
[2807.7s-2817.7s]  Thank you very much.
[2817.7s-2827.7s]  Thank you very much.
[2827.7s-2837.7s]  Thank you very much.
[2837.7s-2845.7s]  Thank you very much.
[2845.7s-2855.7s]  Thank you very much.
[2855.7s-2865.7s]  Thank you very much.
[2865.7s-2875.7s]  Thank you very much.
[2875.7s-2885.7s]  Thank you very much.
[2885.7s-2889.7s]  Thank you very much.
[2889.7s-2899.7s]  Thank you very much.
[2899.7s-2909.7s]  Thank you very much.
[2909.7s-2919.7s]  Thank you very much.
[2919.7s-2929.7s]  Thank you very much.
[2929.7s-2939.7s]  Thank you very much.
[2939.7s-2949.7s]  Thank you very much.
[2949.7s-2959.7s]  Thank you very much.
[2959.7s-2969.7s]  Thank you very much.
[2969.7s-2979.7s]  Thank you very much.
[2979.7s-2989.7s]  Thank you very much.
[2989.7s-2997.7s]  Thank you very much.
[2997.7s-3007.7s]  Thank you very much.
[3007.7s-3017.7s]  Thank you very much.
[3017.7s-3027.7s]  Thank you very much.
[3027.7s-3037.7s]  Thank you very much.
[3037.7s-3045.7s]  Thank you very much.
[3045.7s-3055.7s]  Thank you very much.
[3055.7s-3065.7s]  Thank you very much.
[3065.7s-3075.7s]  Thank you very much.
[3075.7s-3085.7s]  Thank you very much.
[3085.7s-3095.7s]  Thank you very much.
[3095.7s-3105.7s]  Thank you very much.
[3105.7s-3115.7s]  Thank you very much.
[3115.7s-3125.7s]  Thank you very much.
[3125.7s-3135.7s]  Thank you very much.
[3135.7s-3145.7s]  Thank you very much.
[3145.7s-3155.7s]  Thank you very much.
[3155.7s-3165.7s]  Thank you very much.
[3165.7s-3175.7s]  Thank you very much.
[3175.7s-3185.7s]  Thank you very much.
[3185.7s-3195.7s]  Thank you very much.
[3195.7s-3205.7s]  Thank you very much.
[3205.7s-3215.7s]  Thank you very much.
[3215.7s-3225.7s]  Thank you very much.
[3225.7s-3235.7s]  Thank you very much.
[3235.7s-3245.7s]  Thank you very much.
[3245.7s-3255.7s]  Thank you very much.
[3255.7s-3265.7s]  Thank you very much.
[3265.7s-3275.7s]  Thank you very much.
[3275.7s-3285.7s]  Thank you very much.
[3285.7s-3295.7s]  Thank you very much.
[3295.7s-3305.7s]  Thank you very much.
[3305.7s-3315.7s]  Thank you very much.
[3315.7s-3325.7s]  Thank you very much.
[3325.7s-3335.7s]  Thank you very much.
[3335.7s-3345.7s]  Thank you very much.
[3345.7s-3353.7s]  Thank you very much.
[3353.7s-3363.7s]  Thank you very much.
[3363.7s-3373.7s]  Thank you very much.
[3373.7s-3383.7s]  Thank you very much.
[3383.7s-3393.7s]  Thank you very much.
[3393.7s-3403.7s]  Thank you very much.
[3403.7s-3413.7s]  Thank you very much.
[3413.7s-3423.7s]  Thank you very much.
[3423.7s-3433.7s]  Thank you very much.
[3433.7s-3443.7s]  Thank you very much.
[3443.7s-3453.7s]  Thank you very much.
[3453.7s-3463.7s]  Thank you very much.
[3463.7s-3473.7s]  Thank you very much.
[3473.7s-3483.7s]  Thank you very much.
[3483.7s-3493.7s]  Thank you very much.
[3493.7s-3503.7s]  Thank you very much.
[3503.7s-3513.7s]  Thank you very much.
[3513.7s-3523.7s]  Thank you very much.
